	url	title
1128	/wiki/Battle_of_Prinitza	Battle of Prinitza
1129	/wiki/Battle_of_Settepozzi	Battle of Settepozzi
1130	/wiki/Battle_of_Lewes	Battle of Lewes
1131	/wiki/Battle_of_Makryplagi	Battle of Makryplagi
1132	/wiki/Battle_of_Evesham	Battle of Evesham
1133	/wiki/Battle_of_Benevento	Battle of Benevento
1134	/wiki/Battle_of_Trapani	Battle of Trapani
1135	/wiki/Battle_of_Wesenberg_(1268)	Battle of Wesenberg (1268)
1136	/wiki/Battle_of_Xiangyang	Battle of Xiangyang
1137	/wiki/Battle_of_Tagliacozzo	Battle of Tagliacozzo
1138	/wiki/Battle_of_Colle_Val_d%27Elsa	Battle of Colle Val d'Elsa
1139	/wiki/Battle_of_Karuse	Battle of Karuse
1140	/wiki/Battle_of_%C3%81th_an_gCeap	Battle of Áth an gCeap
1141	/wiki/Battle_of_Bun%27ei	Battle of Bun'ei
1142	/wiki/Battle_of_Neopatras	Battle of Neopatras
1143	/wiki/Battle_of_Demetrias	Battle of Demetrias
1144	/wiki/Battle_of_Roccavione	Battle of Roccavione
1145	/wiki/Battle_of_Desio	Battle of Desio
1146	/wiki/Battle_of_Ngasaunggyan	Battle of Ngasaunggyan
1147	/wiki/Battle_of_D%C3%BCrnkrut_and_Jedenspeigen	Battle of Dürnkrut and Jedenspeigen
1148	/wiki/Battle_of_Aizkraukle	Battle of Aizkraukle
1149	/wiki/Battle_of_Yamen	Battle of Yamen
1150	/wiki/Siege_of_Berat_(1280%E2%80%931281)	Siege of Berat (1280–1281)
1151	/wiki/Battle_of_K%C5%8Dan	Battle of Kōan
1152	/wiki/Second_Battle_of_Homs	Second Battle of Homs
1153	/wiki/Battle_of_Orewin_Bridge	Battle of Orewin Bridge
1154	/wiki/Battle_of_Garoza	Battle of Garoza
1155	/wiki/Battle_of_Pagan	Battle of Pagan
1156	/wiki/Battle_of_Worringen	Battle of Worringen
1157	/wiki/Battle_of_B%E1%BA%A1ch_%C4%90%E1%BA%B1ng_(1288)	Battle of Bạch Đằng (1288)
1158	/wiki/Battle_of_Campaldino	Battle of Campaldino
1159	/wiki/Siege_of_Copenhagen_(1289)	Siege of Copenhagen (1289)
1160	/wiki/Battle_of_Skan%C3%B6r	Battle of Skanör
1161	/wiki/Siege_of_Acre_(1291)	Siege of Acre (1291)
1162	/wiki/Battle_of_Maes_Moydog	Battle of Maes Moydog
1163	/wiki/Battle_of_Dunbar_(1296)	Battle of Dunbar (1296)
1164	/wiki/Battle_of_Curzota	Battle of Curzota
1165	/wiki/Battle_of_Stirling_Bridge	Battle of Stirling Bridge
1166	/wiki/Battle_of_Furnes	Battle of Furnes
1167	/wiki/Battle_of_Turaida	Battle of Turaida
1168	/wiki/Battle_of_G%C3%B6llheim	Battle of Göllheim
1169	/wiki/Battle_of_Falkirk_(1298)	Battle of Falkirk (1298)
1170	/wiki/Battle_of_Kili	Battle of Kili
1171	/wiki/Sieges_of_Stirling_Castle	Sieges of Stirling Castle
1172	/wiki/Battle_of_Falconaria	Battle of Falconaria
1173	/wiki/Battle_of_the_Golden_Spurs	Battle of the Golden Spurs
1174	/wiki/Battle_of_Bapheus	Battle of Bapheus
1175	/wiki/Battle_of_Dimbos	Battle of Dimbos
1176	/wiki/Battle_of_Marj_al-Saffar_(1303)	Battle of Marj al-Saffar (1303)
1177	/wiki/Battle_of_Happrew	Battle of Happrew
1178	/wiki/Battle_of_Mons-en-P%C3%A9v%C3%A8le	Battle of Mons-en-Pévèle
1179	/wiki/Battle_of_Amroha	Battle of Amroha
1180	/wiki/Battle_of_Methven	Battle of Methven
1181	/wiki/Battle_of_Loudoun_Hill	Battle of Loudoun Hill
1182	/wiki/Battle_of_Halmyros	Battle of Halmyros
1183	/wiki/Battle_of_Gallipoli_(1312)	Battle of Gallipoli (1312)
1184	/wiki/Battle_of_Amorgos_(1312)	Battle of Amorgos (1312)
1185	/wiki/Battle_of_Gammelsdorf	Battle of Gammelsdorf
1186	/wiki/Battle_of_Bannockburn	Battle of Bannockburn
1187	/wiki/Battle_of_Montecatini	Battle of Montecatini
1188	/wiki/Battle_of_Morgarten	Battle of Morgarten
1189	/wiki/Battle_of_Picotin	Battle of Picotin
1190	/wiki/Battle_of_Manolada	Battle of Manolada
1191	/wiki/Second_Battle_of_Athenry	Second Battle of Athenry
1192	/wiki/Battle_of_Dysert_O%27Dea	Battle of Dysert O'Dea
1193	/wiki/Battle_of_Faughart	Battle of Faughart
1194	/wiki/Battle_of_Chios_(1319)	Battle of Chios (1319)
1195	/wiki/Battle_of_Saint_George	Battle of Saint George
1196	/wiki/Battle_of_Bliska	Battle of Bliska
1197	/wiki/Battle_of_Burton_Bridge_(1322)	Battle of Burton Bridge (1322)
1198	/wiki/Battle_of_Boroughbridge	Battle of Boroughbridge
1199	/wiki/Battle_of_M%C3%BChldorf	Battle of Mühldorf
1200	/wiki/Siege_of_Warangal_(1323)	Siege of Warangal (1323)
1201	/wiki/Battle_of_Zappolino	Battle of Zappolino
1202	/wiki/Battle_of_Varey	Battle of Varey
1203	/wiki/Battle_of_Cassel_(1328)	Battle of Cassel (1328)
1204	/wiki/Battle_of_Pelekanon	Battle of Pelekanon
1205	/wiki/Battle_of_Ardnocher	Battle of Ardnocher
1206	/wiki/Battle_of_Posada	Battle of Posada
1207	/wiki/Battle_of_Fiodh-an-%C3%81tha	Battle of Fiodh-an-Átha
1208	/wiki/Battle_of_Dupplin_Moor	Battle of Dupplin Moor
1209	/wiki/Battle_of_P%C5%82owce	Battle of Płowce
1210	/wiki/Battle_of_Halidon_Hill	Battle of Halidon Hill
1211	/wiki/Battle_of_Minatogawa	Battle of Minatogawa
1212	/wiki/Battle_of_Cadzand	Battle of Cadzand
1213	/wiki/Siege_of_Kanegasaki_(1337)	Siege of Kanegasaki (1337)
1214	/wiki/Battle_of_Arnemuiden	Battle of Arnemuiden
1215	/wiki/Battle_of_Parabiago	Battle of Parabiago
1216	/wiki/Battle_of_Sluys	Battle of Sluys
1217	/wiki/Battle_of_Saint-Omer	Battle of Saint-Omer
1218	/wiki/Battle_of_R%C3%ADo_Salado	Battle of Río Salado
1219	/wiki/Battle_of_Champtoceaux	Battle of Champtoceaux
1220	/wiki/Battle_of_Brest_(1342)	Battle of Brest (1342)
1221	/wiki/Battle_of_Morlaix	Battle of Morlaix
1222	/wiki/Battle_of_Stephaniana	Battle of Stephaniana
1223	/wiki/Battle_of_Auberoche	Battle of Auberoche
1224	/wiki/Battle_of_Gamenario	Battle of Gamenario
1226	/wiki/Battle_of_Peritheorion	Battle of Peritheorion
1227	/wiki/Battle_of_Warns	Battle of Warns
1229	/wiki/Battle_of_St_Pol_de_L%C3%A9on	Battle of St Pol de Léon
1230	/wiki/Battle_of_Caen_(1346)	Battle of Caen (1346)
1231	/wiki/Battle_of_Blanchetaque	Battle of Blanchetaque
1232	/wiki/Battle_of_Cr%C3%A9cy	Battle of Crécy
1233	/wiki/Battle_of_Neville%27s_Cross	Battle of Neville's Cross
1234	/wiki/Siege_of_Calais_(1346%E2%80%931347)	Siege of Calais (1346–1347)
1236	/wiki/Battle_of_La_Roche-Derrien	Battle of La Roche-Derrien
1238	/wiki/Battle_of_Lunalonge	Battle of Lunalonge
1239	/wiki/Battle_of_Llucmajor	Battle of Llucmajor
1240	/wiki/Battle_of_Saintes	Battle of Saintes
1241	/wiki/Battle_of_Ardres	Battle of Ardres
1242	/wiki/Battle_of_Mauron	Battle of Mauron
1243	/wiki/Battle_of_Sapienza	Battle of Sapienza
1244	/wiki/Fall_of_Gallipoli	Fall of Gallipoli
1245	/wiki/Battle_of_Poitiers	Battle of Poitiers
1246	/wiki/Battle_of_Bubat	Battle of Bubat
1247	/wiki/Battle_of_Mello	Battle of Mello
1248	/wiki/Battle_of_Campo_delle_Mosche	Battle of Campo delle Mosche
1249	/wiki/Battle_of_Visby	Battle of Visby
1250	/wiki/Battle_of_Helsingborg_(1362)	Battle of Helsingborg (1362)
1251	/wiki/Battle_of_Brignais	Battle of Brignais
1252	/wiki/Siege_of_Kaunas	Siege of Kaunas
1253	/wiki/Battle_of_Guadix	Battle of Guadix
1254	/wiki/Battle_of_Blue_Waters	Battle of Blue Waters
1255	/wiki/Battle_of_Lake_Poyang	Battle of Lake Poyang
1256	/wiki/Battle_of_Cocherel	Battle of Cocherel
1257	/wiki/Battle_of_Cascina	Battle of Cascina
1258	/wiki/Battle_of_Auray	Battle of Auray
1259	/wiki/Battle_of_Adrianople_(1365)	Battle of Adrianople (1365)
1260	/wiki/Battle_of_N%C3%A1jera	Battle of Nájera
1261	/wiki/Battle_of_Montiel	Battle of Montiel
1262	/wiki/Siege_of_Algeciras_(1369)	Siege of Algeciras (1369)
1263	/wiki/Battle_of_Rudau	Battle of Rudau
1264	/wiki/Battle_of_Pontvallain	Battle of Pontvallain
1265	/wiki/Siege_of_Balkh_(1370)	Siege of Balkh (1370)
1266	/wiki/Battle_of_Baesweiler	Battle of Baesweiler
1267	/wiki/Battle_of_Maritsa	Battle of Maritsa
1268	/wiki/Battle_of_La_Rochelle	Battle of La Rochelle
1269	/wiki/Battle_of_Chiset	Battle of Chiset
1270	/wiki/Battle_on_Pyana_River	Battle on Pyana River
1271	/wiki/Battle_of_Dubravnica	Battle of Dubravnica
1272	/wiki/Battle_of_the_Vozha_River	Battle of the Vozha River
1273	/wiki/Battle_of_Kulikovo	Battle of Kulikovo
1275	/wiki/Battle_of_North_Walsham	Battle of North Walsham
1276	/wiki/Battle_of_Roosebeke	Battle of Roosebeke
1277	/wiki/Siege_of_Moscow_(1382)	Siege of Moscow (1382)
1278	/wiki/Battle_of_Atoleiros	Battle of Atoleiros
1279	/wiki/Siege_of_Lisbon_(1384)	Siege of Lisbon (1384)
1280	/wiki/Battle_of_Le%C3%A7a	Battle of Leça
1281	/wiki/Naval_Battle_of_the_Tejo	Naval Battle of the Tejo
1282	/wiki/Battle_of_Tochar_Cruachain-Bri-Ele	Battle of Tochar Cruachain-Bri-Ele
1283	/wiki/Battle_of_Trancoso	Battle of Trancoso
1284	/wiki/Battle_of_Aljubarrota	Battle of Aljubarrota
1285	/wiki/Battle_of_Valverde_(1385)	Battle of Valverde (1385)
1286	/wiki/Battle_of_Savra	Battle of Savra
1287	/wiki/Battle_of_the_Vikhra_River	Battle of the Vikhra River
1288	/wiki/Battle_of_Sempach	Battle of Sempach
1289	/wiki/Battle_of_Plo%C4%8Dnik	Battle of Pločnik
1290	/wiki/Siege_of_Tbilisi_(1386)	Siege of Tbilisi (1386)
1291	/wiki/Battle_of_Castagnaro	Battle of Castagnaro
1292	/wiki/Battle_of_Margate	Battle of Margate
1293	/wiki/Siege_of_Isfahan_(1387)	Siege of Isfahan (1387)
1294	/wiki/Battle_of_Buir_Lake	Battle of Buir Lake
1295	/wiki/Battle_of_Otterburn	Battle of Otterburn
1296	/wiki/Battle_of_Bile%C4%87a	Battle of Bileća
1297	/wiki/Battle_of_Kosovo_Polje	Battle of Kosovo Polje
1298	/wiki/Battle_of_Alessandria	Battle of Alessandria
1299	/wiki/Battle_of_the_Kondurcha_River	Battle of the Kondurcha River
1301	/wiki/Battle_of_Rovine	Battle of Rovine
1302	/wiki/Battle_of_the_Terek_River	Battle of the Terek River
1303	/wiki/Battle_of_Portomaggiore	Battle of Portomaggiore
1304	/wiki/Battle_of_the_North_Inch	Battle of the North Inch
1305	/wiki/Battle_of_Nicopolis	Battle of Nicopolis
1307	/wiki/Battle_of_Tragh-Bhaile	Battle of Tragh-Bhaile
1308	/wiki/Battle_of_the_Vorskla_River	Battle of the Vorskla River
1309	/wiki/Siege_of_Damascus_(1400)	Siege of Damascus (1400)
1310	/wiki/Battle_of_Mynydd_Hyddgen	Battle of Mynydd Hyddgen
1311	/wiki/Battle_of_Tuthill	Battle of Tuthill
1312	/wiki/Battle_of_Casalecchio	Battle of Casalecchio
1313	/wiki/Battle_of_Bryn_Glas	Battle of Bryn Glas
1314	/wiki/Battle_of_Angora	Battle of Angora
1315	/wiki/Battle_of_Nesbit_Moor_(1402)	Battle of Nesbit Moor (1402)
1316	/wiki/Battle_of_Homildon_Hill	Battle of Homildon Hill
1317	/wiki/Siege_of_Smyrna	Siege of Smyrna
1318	/wiki/Battle_of_Shrewsbury	Battle of Shrewsbury
1319	/wiki/Siege_of_Birtvisi_(1403)	Siege of Birtvisi (1403)
1320	/wiki/Battle_of_Pwll_Melyn	Battle of Pwll Melyn
1321	/wiki/Battle_of_Tuiteam_Tarbhach	Battle of Tuiteam Tarbhach
1322	/wiki/Battle_of_Bramham_Moor	Battle of Bramham Moor
1323	/wiki/Battle_of_Oth%C3%A9e	Battle of Othée
1324	/wiki/Battle_of_Sanluri	Battle of Sanluri
1325	/wiki/Battle_of_Kherlen	Battle of Kherlen
1326	/wiki/Battle_of_Grunwald	Battle of Grunwald
1327	/wiki/Battle_of_Koronowo	Battle of Koronowo
1328	/wiki/Battle_of_Harlaw	Battle of Harlaw
1329	/wiki/Battle_of_Chalagan	Battle of Chalagan
1330	/wiki/Battle_of_Ceuta	Battle of Ceuta
1331	/wiki/Battle_of_Agincourt	Battle of Agincourt
1332	/wiki/Battle_of_Gallipoli_(1416)	Battle of Gallipoli (1416)
1333	/wiki/Siege_of_Rouen	Siege of Rouen
1334	/wiki/Siege_of_Ceuta_(1419)	Siege of Ceuta (1419)
1335	/wiki/Siege_of_Dong_Quan	Siege of Dong Quan
1336	/wiki/Battle_of_La_Rochelle_(1419)	Battle of La Rochelle (1419)
1337	/wiki/Battle_of_Sudomer	Battle of Sudomer
1338	/wiki/Battle_of_Vitkov_Hill	Battle of Vitkov Hill
1339	/wiki/Battle_of_Vysehrad	Battle of Vysehrad
1340	/wiki/Battle_of_Bauge	Battle of Bauge
1341	/wiki/Battle_of_Kutna_Hora	Battle of Kutna Hora
1342	/wiki/Battle_of_Nebovidy	Battle of Nebovidy
1343	/wiki/Battle_of_N%C4%9Bmeck%C3%BD_Brod	Battle of Německý Brod
1344	/wiki/Battle_of_Arbedo	Battle of Arbedo
1345	/wiki/Siege_of_Meaux	Siege of Meaux
1346	/wiki/Battle_of_Horic	Battle of Horic
1347	/wiki/Battle_of_Cravant	Battle of Cravant
1348	/wiki/Battle_of_Verneuil	Battle of Verneuil
1349	/wiki/Battle_of_La_Brossini%C3%A8re	Battle of La Brossinière
1350	/wiki/Battle_of_L%27Aquila	Battle of L'Aquila
1351	/wiki/Battle_of_Zagonara	Battle of Zagonara
1352	/wiki/Battle_of_Brouwershaven	Battle of Brouwershaven
1353	/wiki/Battle_of_St._James	Battle of St. James
1354	/wiki/Battle_of_Usti_nad_Labem	Battle of Usti nad Labem
1355	/wiki/Battle_of_Khirokitia	Battle of Khirokitia
1356	/wiki/Battle_of_T%E1%BB%91t_%C4%90%E1%BB%99ng_%E2%80%93_Ch%C3%BAc_%C4%90%E1%BB%99ng	Battle of Tốt Động – Chúc Động
1357	/wiki/Battle_of_Maclodio	Battle of Maclodio
1358	/wiki/Siege_of_Orl%C3%A9ans	Siege of Orléans
1359	/wiki/Battle_of_Jargeau	Battle of Jargeau
1360	/wiki/Battle_of_Meung-sur-Loire	Battle of Meung-sur-Loire
1361	/wiki/Battle_of_Beaugency_(1429)	Battle of Beaugency (1429)
1362	/wiki/Battle_of_Patay	Battle of Patay
1363	/wiki/Siege_of_Thessalonica_(1422%E2%80%931430)	Siege of Thessalonica (1422–1430)
1364	/wiki/Siege_of_Compi%C3%A8gne	Siege of Compiègne
1365	/wiki/Battle_of_Soncino	Battle of Soncino
1366	/wiki/Battle_of_Pavia_(1431)	Battle of Pavia (1431)
1367	/wiki/Battle_of_Doma%C5%BElice	Battle of Domažlice
1368	/wiki/Battle_of_Inverlochy_(1431)	Battle of Inverlochy (1431)
1369	/wiki/Battle_of_Delebio	Battle of Delebio
1370	/wiki/Battle_of_San_Romano	Battle of San Romano
1371	/wiki/Battle_of_Lipany	Battle of Lipany
1372	/wiki/Battle_of_Gerbevoy	Battle of Gerbevoy
1373	/wiki/Battle_of_Ponza_(1435)	Battle of Ponza (1435)
1374	/wiki/Battle_of_Pabaiskas	Battle of Pabaiskas
1375	/wiki/Battle_of_Piperdean	Battle of Piperdean
1376	/wiki/Battle_of_Belyov	Battle of Belyov
1377	/wiki/Battle_of_Grotniki	Battle of Grotniki
1378	/wiki/Battle_of_Anghiari_(1440)	Battle of Anghiari (1440)
1379	/wiki/Siege_of_Novo_Brdo_(1440%E2%80%9341)	Siege of Novo Brdo (1440–41)
1380	/wiki/Battle_of_Zlatica	Battle of Zlatica
1381	/wiki/Battle_of_Kunovica	Battle of Kunovica
1382	/wiki/Battle_of_Varna	Battle of Varna
1383	/wiki/Battle_of_Gomit	Battle of Gomit
1384	/wiki/Battle_of_Damghan_(1447)	Battle of Damghan (1447)
1385	/wiki/Battle_of_Sark	Battle of Sark
1386	/wiki/Battle_of_Caravaggio	Battle of Caravaggio
1387	/wiki/Battle_of_Kosovo_(1448)	Battle of Kosovo (1448)
1388	/wiki/Battle_of_Alfarrobeira	Battle of Alfarrobeira
1389	/wiki/Battle_of_Tumu_Fortress	Battle of Tumu Fortress
1390	/wiki/Battle_of_Formigny	Battle of Formigny
1391	/wiki/Battle_of_Castillon	Battle of Castillon
1392	/wiki/Fall_of_Constantinople	Fall of Constantinople
1393	/wiki/Battle_of_Chojnice_(1454)	Battle of Chojnice (1454)
1394	/wiki/Battle_of_Leskovac	Battle of Leskovac
1395	/wiki/Battle_of_Kru%C5%A1evac	Battle of Kruševac
1396	/wiki/Battle_of_Arkinholm	Battle of Arkinholm
1397	/wiki/First_Battle_of_St_Albans	First Battle of St Albans
1398	/wiki/Siege_of_Belgrade_(1456)	Siege of Belgrade (1456)
1399	/wiki/Battle_of_Direptatea	Battle of Direptatea
1400	/wiki/Battle_of_Blore_Heath	Battle of Blore Heath
1401	/wiki/Battle_of_Ludford_Bridge	Battle of Ludford Bridge
1402	/wiki/Battle_of_Sandwich_(1460)	Battle of Sandwich (1460)
1403	/wiki/Battle_of_Nola_(1460)	Battle of Nola (1460)
1404	/wiki/Battle_of_Northampton_(1460)	Battle of Northampton (1460)
1405	/wiki/Battle_of_Wakefield	Battle of Wakefield
1406	/wiki/Battle_of_Mortimer%27s_Cross	Battle of Mortimer's Cross
1407	/wiki/Second_Battle_of_St_Albans	Second Battle of St Albans
1408	/wiki/Battle_of_Ferrybridge	Battle of Ferrybridge
1409	/wiki/Battle_of_Towton	Battle of Towton
1410	/wiki/Siege_of_Trebizond_(1461)	Siege of Trebizond (1461)
1411	/wiki/Battle_of_%C5%9Awiecino	Battle of Świecino
1412	/wiki/Siege_of_Mytilene_(1462)	Siege of Mytilene (1462)
1413	/wiki/Battle_of_Zatoka_%C5%9Awie%C5%BCa	Battle of Zatoka Świeża
1414	/wiki/Battle_of_Hedgeley_Moor	Battle of Hedgeley Moor
1415	/wiki/Battle_of_Hexham	Battle of Hexham
1416	/wiki/Battle_of_Montlh%C3%A9ry	Battle of Montlhéry
1417	/wiki/Battle_of_Molinella	Battle of Molinella
1418	/wiki/Battle_of_Brustem	Battle of Brustem
1419	/wiki/Battle_of_Baia	Battle of Baia
1420	/wiki/Battle_of_Edgecote_Moor	Battle of Edgecote Moor
1421	/wiki/Battle_of_Lipnic	Battle of Lipnic
1422	/wiki/Siege_of_Negroponte_(1470)	Siege of Negroponte (1470)
1423	/wiki/Battle_of_Lose-coat_Field	Battle of Lose-coat Field
1425	/wiki/Battle_of_Barnet	Battle of Barnet
1426	/wiki/Battle_of_Tewkesbury	Battle of Tewkesbury
1427	/wiki/Battle_of_Shelon	Battle of Shelon
1428	/wiki/Battle_of_Brunkeberg	Battle of Brunkeberg
1429	/wiki/Battle_of_Otlukbeli	Battle of Otlukbeli
1430	/wiki/Siege_of_Neuss	Siege of Neuss
1431	/wiki/Battle_of_H%C3%A9ricourt	Battle of Héricourt
1432	/wiki/Siege_of_Shkodra_(1474)	Siege of Shkodra (1474)
1433	/wiki/Battle_of_Vaslui	Battle of Vaslui
1434	/wiki/Siege_of_Burgos_(1475)	Siege of Burgos (1475)
1435	/wiki/Battle_on_the_Planta	Battle on the Planta
1436	/wiki/Battle_of_Toro	Battle of Toro
1437	/wiki/Battle_of_Grandson	Battle of Grandson
1438	/wiki/Battle_of_Morat	Battle of Morat
1439	/wiki/Battle_of_Valea_Alb%C4%83	Battle of Valea Albă
1440	/wiki/Battle_of_Nancy	Battle of Nancy
1442	/wiki/Battle_of_Guinea	Battle of Guinea
1443	/wiki/Battle_of_Guinegate_(1479)	Battle of Guinegate (1479)
1444	/wiki/Battle_of_Breadfield	Battle of Breadfield
1445	/wiki/Siege_of_Rhodes_(1480)	Siege of Rhodes (1480)
1446	/wiki/Battle_of_Skibo_and_Strathfleet	Battle of Skibo and Strathfleet
1447	/wiki/Battle_of_Bloody_Bay	Battle of Bloody Bay
1448	/wiki/Battle_of_Lagabraad	Battle of Lagabraad
1449	/wiki/Battle_of_Otranto	Battle of Otranto
1451	/wiki/Battle_of_Campomorto	Battle of Campomorto
1452	/wiki/Battle_of_Lochmaben_Fair	Battle of Lochmaben Fair
1453	/wiki/Battle_of_Bosworth_Field	Battle of Bosworth Field
1454	/wiki/Battle_of_Auldicharish	Battle of Auldicharish
1455	/wiki/Battle_of_Stoke	Battle of Stoke
1456	/wiki/Battle_of_Sauchieburn	Battle of Sauchieburn
1457	/wiki/Battle_of_Vrpile	Battle of Vrpile
1458	/wiki/Battle_of_Granada	Battle of Granada
1459	/wiki/Battle_of_Krbava_field	Battle of Krbava field
1460	/wiki/Battle_of_Fornovo	Battle of Fornovo
1461	/wiki/Battle_of_Codrii_Cosminului	Battle of Codrii Cosminului
1462	/wiki/Battle_of_Drumchatt	Battle of Drumchatt
1463	/wiki/Battle_of_Zonchio	Battle of Zonchio
1464	/wiki/Battle_of_Hemmingstedt	Battle of Hemmingstedt
1465	/wiki/Battle_of_Lepanto_(1500)	Battle of Lepanto (1500)
1466	/wiki/Battle_of_Vedrosha	Battle of Vedrosha
1467	/wiki/First_Battle_of_Cannanore	First Battle of Cannanore
1468	/wiki/Battle_of_Ruvo	Battle of Ruvo
1469	/wiki/Battle_of_Cerignola	Battle of Cerignola
1470	/wiki/Battle_of_Garigliano_(1503)	Battle of Garigliano (1503)
1471	/wiki/Capture_of_Ormuz_(1507)	Capture of Ormuz (1507)
1473	/wiki/Battle_of_Cannanore	Battle of Cannanore
1474	/wiki/Siege_of_Cannanore_(1507)	Siege of Cannanore (1507)
1475	/wiki/Battle_of_Chaul	Battle of Chaul
1476	/wiki/Battle_of_Diu_(1509)	Battle of Diu (1509)
1477	/wiki/Battle_of_Agnadello	Battle of Agnadello
1478	/wiki/Siege_of_Padua	Siege of Padua
1479	/wiki/Battle_of_Polesella	Battle of Polesella
1480	/wiki/Siege_of_Mirandola_(1511)	Siege of Mirandola (1511)
1481	/wiki/Battle_of_Ravenna_(1512)	Battle of Ravenna (1512)
1482	/wiki/Battle_of_Novara_(1513)	Battle of Novara (1513)
1483	/wiki/Battle_of_Guinegate_(1513)	Battle of Guinegate (1513)
1484	/wiki/Battle_of_Flodden_Field	Battle of Flodden Field
1485	/wiki/Battle_of_La_Motta	Battle of La Motta
1486	/wiki/Battle_of_Orsha	Battle of Orsha
1487	/wiki/Battle_of_Chaldiran	Battle of Chaldiran
1488	/wiki/Battle_of_Marignano	Battle of Marignano
1489	/wiki/Siege_of_Arai	Siege of Arai
1490	/wiki/Battle_of_Marj_Dabiq	Battle of Marj Dabiq
1491	/wiki/Battle_of_Yaunis_Khan	Battle of Yaunis Khan
1492	/wiki/Battle_of_Ridaniya	Battle of Ridaniya
1494	/wiki/Battle_of_Mactan	Battle of Mactan
1495	/wiki/Battle_of_Pampeluna	Battle of Pampeluna
1496	/wiki/Fall_of_Tenochtitlan	Fall of Tenochtitlan
1497	/wiki/Battle_of_No%C3%A1in	Battle of Noáin
1498	/wiki/Siege_of_Belgrade_(1521)	Siege of Belgrade (1521)
1499	/wiki/Battle_of_Tunmen	Battle of Tunmen
1500	/wiki/Battle_of_Bicocca	Battle of Bicocca
1501	/wiki/Siege_of_Rhodes_(1522)	Siege of Rhodes (1522)
1502	/wiki/Battle_of_Xicaowan	Battle of Xicaowan
1503	/wiki/Siege_of_Edo	Siege of Edo
1504	/wiki/Battle_of_the_Sesia_(1524)	Battle of the Sesia (1524)
1505	/wiki/Battle_of_Punta_Quemada	Battle of Punta Quemada
1506	/wiki/Battle_of_Frankenhausen	Battle of Frankenhausen
1507	/wiki/Battle_of_Pavia	Battle of Pavia
1508	/wiki/Battle_of_Moh%C3%A1cs	Battle of Mohács
1509	/wiki/Siege_of_Kamakura_(1526)	Siege of Kamakura (1526)
1510	/wiki/Battle_of_Shimbra_Kure	Battle of Shimbra Kure
1511	/wiki/Battle_of_Chimborazo	Battle of Chimborazo
1512	/wiki/Battle_of_Landriano	Battle of Landriano
1513	/wiki/Siege_of_Vienna	Siege of Vienna
1514	/wiki/Siege_of_Florence_(1529%E2%80%9330)	Siege of Florence (1529–30)
1515	/wiki/Battle_of_Gavinana	Battle of Gavinana
1516	/wiki/Battle_of_Antukyah	Battle of Antukyah
1517	/wiki/Battle_of_Pun%C3%A1	Battle of Puná
1518	/wiki/Battle_of_Obertyn	Battle of Obertyn
1519	/wiki/Battle_of_Kappel	Battle of Kappel
1520	/wiki/Battle_of_Amba_Sel	Battle of Amba Sel
1521	/wiki/Battle_of_Quipaipan	Battle of Quipaipan
1522	/wiki/Battle_of_Cajamarca	Battle of Cajamarca
1523	/wiki/Battle_of_Cuzco	Battle of Cuzco
1524	/wiki/Battle_of_Un_no_Kuchi	Battle of Un no Kuchi
1525	/wiki/Siege_of_Cuzco	Siege of Cuzco
1526	/wiki/Battle_of_Ollantaytambo	Battle of Ollantaytambo
1527	/wiki/Battle_of_Las_Salinas	Battle of Las Salinas
1528	/wiki/Battle_of_Preveza	Battle of Preveza
1529	/wiki/Battle_of_Sahart	Battle of Sahart
1530	/wiki/Battle_of_Ba%C3%A7ente	Battle of Baçente
1531	/wiki/Battle_of_Sezawa	Battle of Sezawa
1532	/wiki/Battle_of_Jarte	Battle of Jarte
1533	/wiki/Battle_of_the_Hill_of_the_Jews	Battle of the Hill of the Jews
1534	/wiki/Battle_of_Haddon_Rig	Battle of Haddon Rig
1535	/wiki/Battle_of_Wofla	Battle of Wofla
1536	/wiki/Battle_of_Solway_Moss	Battle of Solway Moss
1537	/wiki/Battle_of_Azukizaka_(1542)	Battle of Azukizaka (1542)
1538	/wiki/Siege_of_Uehara	Siege of Uehara
1539	/wiki/Siege_of_Kuwabara	Siege of Kuwabara
1540	/wiki/Siege_of_Fukuyo	Siege of Fukuyo
1541	/wiki/Battle_of_Alltan-Beath	Battle of Alltan-Beath
1542	/wiki/Siege_of_Perpignan_(1542)	Siege of Perpignan (1542)
1543	/wiki/Battle_of_Wayna_Daga	Battle of Wayna Daga
1544	/wiki/Siege_of_Nagakubo	Siege of Nagakubo
1545	/wiki/Battle_of_Muros_Bay	Battle of Muros Bay
1546	/wiki/Siege_of_Nice	Siege of Nice
1547	/wiki/Battle_of_Ceresole	Battle of Ceresole
1548	/wiki/Battle_of_Serravalle_(1544)	Battle of Serravalle (1544)
1549	/wiki/First_Siege_of_Boulogne	First Siege of Boulogne
1550	/wiki/Second_Siege_of_Boulogne	Second Siege of Boulogne
1551	/wiki/Siege_of_Kojinyama	Siege of Kojinyama
1552	/wiki/Battle_of_the_Shirts	Battle of the Shirts
1553	/wiki/Battle_of_Ancrum_Moor	Battle of Ancrum Moor
1554	/wiki/Siege_of_Takat%C5%8D_(1545)	Siege of Takatō (1545)
1555	/wiki/Siege_of_Ry%C5%ABgasaki	Siege of Ryūgasaki
